Filename,ID,Title,Catalogue entry BBC YP,Genre,Height,Width,Area,Materials,Collection,image_width ,image_height ,image_height/image_width 
162.jpg,162,Lliwedd,1978,Landscape,91,91,8281,oil on canvas,OYM,906,944,1.0419
163.jpg,163,Llyn Conwy,1996,Landscape,54,131,7074,oil on canvas,NLW,944,466,0.4936
164.jpg,164,"Llyn-y-Cau, Cader Idris",1950 or before,Landscape,37.3,75.3,2808.69,oil on canvas,NLW,944,464,0.4915
165.jpg,165,"Llyn-y-Cau, Cader Idris",1990,Landscape,120,120,14400,oil on canvas,NLW,938,944,1.0064
166.jpg,166,Lone Cottage,1990-2006,Landscape,50.7,76.2,3863.34,oil on canvas,NLW,944,630,0.6674
167.jpg,167,Lowlight Eryri,1970-1990,Landscape,76,76,5776,oil on canvas,NLW,944,939,0.9947
168.jpg,168,Mackerel,1988,Still life,104,68.5,7124,oil on canvas,NLW,564,944,1.6738
169.jpg,169,Male Nude,1940-1950,Study,35.5,25.3,898.15,oil on board,NLW,690,944,1.3681
170.jpg,170,Man and Horse in the Desert,1970,Landscape,90.2,98,8839.6,oil on canvas,NLW,929,944,1.0161
171.jpg,171,"Marie Levy, nee Wooler",1960,Portrait,60,50,3000,oil on canvas,NLW,743,944,1.2705
172.jpg,172,Mary,1950s,Portrait,61,51,3111,oil on canvas,NMGW,660,800,1.2121
173.jpg,173,"Meadows, Mist and Mountains",1970-1990,Landscape,45.6,55.5,2530.8,oil on canvas,NLW,944,777,0.8231
174.jpg,174,Michelle,1950-1970,Portrait,60.5,50.5,3055.25,oil on canvas,NLW,792,944,1.1919
175.jpg,175,Miss Josling,1960,Portrait,30.5,20.5,625.25,oil on board,OYM,667,944,1.4153
176.jpg,176,Miss Parry,1979,Portrait,110,49.2,5412,oil on canvas,NLW,416,944,2.2692
177.jpg,177,Mist on the Mountains,1960-1970,Landscape,55.5,76,4218,oil on canvas,NLW,944,699,0.7405
178.jpg,178,Moel Hebog,1952,Landscape,25.4,35.5,901.7,oil on board,NLW,800,571,0.7138
179.jpg,179,Moelfre,n.d.,Landscape,50.5,68,3434,oil on canvas,OYM,944,694,0.7352
180.jpg,180,Moelwyn Bach,1960,Landscape,92.2,122.5,11294.5,oil on canvas,OYM,944,590,0.625
181.jpg,181,Moelwyn Back from Tanygrisiau,1960-1970,Landscape,50.5,68,3434,oil on canvas,NLW,944,704,0.7458
182.jpg,182,Mont Blanc,1950-1960,Landscape,21.4,37.6,804.64,oil on hardboard,NLW,944,526,0.5572
183.jpg,183,Moonlight above Gwynant,1990-2006,Landscape,121.9,121.9,14859.61,oil on canvas,NLW,944,941,0.9968
184.jpg,184,Mountain Landscape,1987 or before,Landscape,12,12.5,150,oil on canvas,NLW,944,936,0.9915
185.jpg,185,Mountain Landscape,1957,Landscape,44.5,55,2447.5,oil on canvas,Merthyr Tydfil Museum Service,944,764,0.8093
186.jpg,186,Mountain Landscape with High Sun,1970-1980,Landscape,76.3,76.2,5814.06,oil on canvas,NLW,934,944,1.0107
187.jpg,187,Mountain Landscape with Trees and a Field in the Foreground,1960-1980,Landscape,50.5,76.5,3863.25,oil on canvas,NLW,944,634,0.6716
188.jpg,188,Mountain Stream with Trees,1970-1990,Landscape,55.5,68,3774,oil on canvas,NLW,944,783,0.8294
189.jpg,189,Mountain Summit with Low Cloud,1960-1970,Landscape,71,91.5,6496.5,oil on canvas,NLW,944,732,0.7754
190.jpg,190,"Mountain Summits, Snowdonia",1960-1970,Landscape,50.2,91.3,4583.26,oil on canvas,NLW,944,527,0.5583
191.jpg,191,Mountain Torrent,1940-1950,Landscape,40.7,51,2075.7,oil on canvas,NLW,944,760,0.8051
192.jpg,192,Mountain Valley,1940-1950,Landscape,12,33.6,403.2,oil on board,NLW,944,347,0.3676
193.jpg,193,Mountain Valley,1940-1950,Landscape,51,68.7,3503.7,oil on canvas,NLW,944,714,0.7564
194.jpg,194,Mountain Valley Cottages,1990-2006,Landscape,71.2,91.5,6514.8,oil on canvas,NLW,944,745,0.7892
195.jpg,195,Mountainous Landscape,n.d.,Landscape,21,37,777,oil on board,Glynn Vivian Art Gallery,944,551,0.5837
196.jpg,196,Mountains and Rocks,1950-1960,Landscape,40.5,50.7,2053.35,oil on canvas,NLW,944,776,0.822
197.jpg,197,"Mountains, Eryri, with Cloud",1970-1990,Landscape,90.7,91.5,8299.05,oil on canvas,NLW,944,936,0.9915
198.jpg,198,"Mountains, North Wales",1950-1970,Landscape,76,63.1,4795.6,oil on canvas,NLW,794,944,1.1889
199.jpg,199,"Mountains, Snowdonia",1960-1980,Landscape,60.7,76.1,4619.27,oil on canvas,NLW,944,758,0.803
200.jpg,200,"Mountains, Snowdonia",1950-1960,Landscape,50.7,68.5,3472.95,oil on canvas,NLW,944,713,0.7553
201.jpg,201,Mountains with Blue Sky,1970-1990,Landscape,56,76.2,4267.2,oil on canvas,NLW,944,707,0.7489
202.jpg,202,Mrs Rowlands,1984,Portrait,126,76.5,9639,oil on canvas,OYM,571,944,1.6532
203.jpg,203,"Mynydd Bodafon, Anglesey",n.d.,Landscape,57,67,3819,oil on canvas,Hereford Museum and Art Gallery,800,635,0.7938
204.jpg,204,Mynydd Mawr a'r Wyddfa,1970-1990,Landscape,61,91.5,5581.5,oil on canvas,NLW,944,629,0.6663
205.jpg,205,Nant Ffrancon,1960-1970,Landscape,76,127.4,9682.4,oil on canvas,NLW,944,562,0.5953
206.jpg,206,Nant Ffrancon from Llandegfan,1960,Landscape,30.8,76.4,2353.12,oil on canvas,GAC,944,363,0.3845
207.jpg,207,Near Capel Curig,1960-1980,Landscape,50.5,60.8,3070.4,oil on canvas,NLW,944,794,0.8411
208.jpg,208,Nun at a Crucifix,1950-1960,Portrait,76.8,61.5,4723.2,oil on canvas,NLW,756,944,1.2487
209.jpg,209,"Paith, Patagonia",1969,Landscape,51,68.7,3503.7,oil on canvas,NLW,944,721,0.7638
210.jpg,210,Patagonian Landscape,1969,Landscape,65,65,4225,oil on canvas,NLW,944,944,1
211.jpg,211,Path below Crib Goch,1970-1980,Landscape,76,76,5776,oil on canvas,NLW,933,944,1.0118
212.jpg,212,"Pen Carmen, Ty Ddewi",n.d.,Landscape,57.3,126,7219.8,oil on canvas,NMGW,800,371,0.4638
213.jpg,213,"Pencamedd, Llansadwrn",n.d.,Landscape,58,79,4582,oil on canvas,NLW,800,593,0.7412
214.jpg,214,Pengwyryd,1999,Landscape,120,120,14400,oil on canvas,NLW,939,944,1.0053
215.jpg,215,Penmon Coast and Ynys Seriol,1960-1980,Landscape,55.3,91.5,5059.95,oil on canvas,NLW,944,577,0.6112
216.jpg,216,Penmon Cross,n.d.,Landscape,77.5,39.5,3061.25,oil on canvas,OYM,385,944,2.4519
217.jpg,217,Pentrepella,1970s,Landscape,76.6,178,13634.8,oil on canvas,NLW,944,402,0.4258
218.jpg,218,Pilot Boat off Moelfre,1947,Landscape,38.5,74.5,2868.25,oil on canvas,OYM,944,613,0.6494
219.jpg,219,Plucked Chicken,1950-1970,Still life,102,56.5,5763,oil on canvas,NLW,523,944,1.805
220.jpg,220,Ponies at Betws Garmon,n.d.,Landscape,89.5,119.6,10704.2,oil on canvas,BU,944,728,0.7712
221.jpg,221,Ponies at Dusk,1960-1970,Landscape,55.8,91.3,5094.54,oil on canvas,NLW,944,581,0.6155
222.jpg,222,Ponies on a Sea Cliff,1990-2006,Landscape,76.1,76,5783.6,oil on canvas,NLW,939,944,1.0053
223.jpg,223,Pony on Llanddwyn Island,n.d.,Landscape,72.3,87.3,6311.79,oil on canvas,Derbyshire and Derby School Library Service,800,638,0.7975
224.jpg,224,"Porth Swtan, Sir Fon ",1985,Landscape,49.8,89.8,4472.04,oil on canvas,NLW,944,522,0.553
225.jpg,225,Portrait of a Boy,1944,Portrait,27.9,21.6,602.64,oil on hardboard,UCL Art Museum,624,800,1.2821
226.jpg,226,Portrait of Grey-Haired Woman,1943,Portrait,30.5,25.4,774.7,oil on canvas,UCL Art Museum,655,800,1.2214
227.jpg,227,Portrait of a Young Woman looking Left,1950-1970,Portrait,61,51,3111,oil on canvas,NLW,798,944,1.183
228.jpg,228,Pwllderi,1970-1990,Landscape,51.3,61,3129.3,oil on canvas,NLW,944,784,0.8305
229.jpg,229,R.S. Thomas (1913-2000),1980,Portrait,91,91,8281,oil on canvas,NLW,939,944,1.0053
230.jpg,230,"Range of Mountains, Snowdonia",1950-1960,Landscape,50.3,76.1,3827.83,oil on canvas,NLW,944,633,0.6706
231.jpg,231,Rhosybol,1960--1970,Landscape,91,121.7,11074.7,oil on canvas,NLW,944,702,0.7436
232.jpg,232,Road to the Farm,1970-1990,Landscape,50.5,76.2,3848.1,oil on canvas,NLW,944,635,0.6727
233.jpg,233,"Roadside Cottage, Eryri",1940-1950,Landscape,50.5,61,3080.5,oil on canvas,NLW,944,796,0.8432
234.jpg,234,Rocamdour,1960-1970,Landscape,51,61.2,3121.2,oil on canvas,NLW,944,785,0.8316
235.jpg,235,Royal Welchman in Scarlet,1948,Portrait,75.3,59.6,4487.88,oil on canvas,RWFRM,729,944,1.2949
236.jpg,236,Rugged Mountains with Low Cloud,1970-1990,Landscape,91.3,91.6,8363.08,oil on canvas,NLW,944,939,0.9947
237.jpg,237,Sea at Trearddur,1976,Seascape,50,114,5700,oil on canvas,Southend Museum Collection,800,349,0.4362
238.jpg,238,Self Portrait,1953,Portrait,32,13,416,oil on canvas,NLW,393,944,2.402
239.jpg,239,Self Portrait,1968,Portrait,89.5,60.5,5414.75,oil on canvas,NLW,601,944,1.5707
240.jpg,240,Self Portrait,1997,Portrait,124.5,74.7,9300.15,oil on canvas,NLW,575,944,1.6417
241.jpg,241,Self Portrait,1940-1950,Portrait,34.7,29.4,1020.18,oil on hardboard,NLW,803,944,1.1756
242.jpg,242,Sir Charles Eans (1918-1995),1965,Portrait,91,71,6461,oil on canvas,NMGW,613,800,1.3051
243.jpg,243,"Sir David Hughes Parry (1983-1973), President (1955-1964)",1964,Portrait,91,71,6461,oil on canvas,Aberystwyth School of Art Gallery and Museum,716,944,1.3184
244.jpg,244,Sir Thomas Parry (1904-1985),1970,Portrait,75.5,90.5,6832.75,oil on canvas,NLW,944,944,1
245.jpg,245,Skeleton,1940-1950,Still life,28,57.8,1618.4,oil on paper,NLW,944,701,0.7426
246.jpg,246,Snow above Beddgelert,1959,Landscape,91.5,122,11163,oil on canvas,National Museums Liverpool,944,683,0.7235
247.jpg,247,"Snow and Cloud, Snowdonia",1950-1970,Landscape,61,76.5,4666.5,oil on canvas,NLW,944,728,0.7712
248.jpg,248,Snow on Siabod,1968,Landscape,40.6,50.9,2066.54,oil on canvas,NMGW,800,629,0.7862
249.jpg,249,"Snow on the Mountains, Eryri",1960-1970,Landscape,61.2,76.3,4669.56,oil on canvas,NLW,944,757,0.8019
250.jpg,250,Snowdon,"Mid 20th Century (pre 1965, see note)",Landscape,55,80,4400,oil on canvas,Alun School,944,700,0.7415
251.jpg,251,Snowdon from Drws y Coed,n.d.,Landscape,119.8,181.6,21755.68,oil on canvas,BU,944,732,0.7754
252.jpg,252,Snowdon from Gelli Iago,1960-1970,Landscape,91.6,121.7,11147.72,oil on canvas,NLW,944,699,0.7405
253.jpg,253,Snowdon from Llyn Nantlle,1945,Landscape,39.4,49.5,1950.3,oil on canvas,NMGW,800,649,0.8112
254.jpg,254,Snowdon from near Harlech,n.d.,Landscape,21,35.7,749.7,oil on board,Glynn Vivian Art Gallery,944,548,0.5805
255.jpg,255,Snowdon from Ty Obry,1960s,Landscape,120,240,28800,oil on canvas,NLW,944,482,0.5106
256.jpg,256,Snowdon Range,1990-2006,Landscape,76.2,126.3,9624.06,oil on canvas,NLW,944,568,0.6017
257.jpg,257,Snowdon Range,1950-1970,Landscape,51,68.6,3498.6,oil on canvas,NLW,944,705,0.7468
258.jpg,258,"Snowdon, the Traeth and the Frightened Horse",1948,Landscape,76.5,183,13999.5,oil on canvas,Aberystwyth School of Art Gallery and Museum,944,390,0.4131
259.jpg,259,Snowdonian Summits,1970-1990,Landscape,50.5,76,3838,oil on canvas,NLW,944,637,0.6748
260.jpg,260,Snowstorm off Penmon,1961,Landscape,91.5,122,11163,oil on canvas,OYM,944,602,0.6377
261.jpg,261,Storm,1950-1960,Seascape,51,61.2,3121.2,oil on canvas,NLW,944,793,0.84
262.jpg,262,Storm Approaching,1990-2006,Seascape,90.9,90.9,8262.81,oil on canvas,NLW,944,942,0.9979
263.jpg,263,"Storm Approaching, Eryri",1990-2006,Seascape,50.5,76,3838,oil on canvas,NLW,944,638,0.6758
264.jpg,264,Storm at Trearddur,1987,Seascape,95,126,11970,oil on canvas,OYM,944,712,0.7542
265.jpg,265,Storm Clouds over the Mountains,1960-1970,Seascape,56,91.6,5129.6,oil on canvas,NLW,944,580,0.6144
266.jpg,266,Storm from the Beach,1990-2006,Seascape,61,91.2,5563.2,oil on canvas,NLW,944,631,0.6684
267.jpg,267,"Storm, Porth Cwyfan",1995,Landscape,94.3,145.4,13711.22,oil on canvas,NMGW,800,465,0.5812
268.jpg,268,"Storm, Trearddur",1996,Landscape,60,90.5,5430,oil on canvas,NLW,944,626,0.6631
269.jpg,269,Stormy Sea,1970-1990,Seascape,55.7,76.2,4244.34,oil on canvas,NLW,944,691,0.732
270.jpg,270,Stormy Sea,1990-2006,Seascape,50.5,75.5,3812.75,oil on canvas,NLW,944,631,0.6684
271.jpg,271,Stormy Sea,1990-2006,Seascape,71,91.5,6496.5,oil on canvas,NLW,944,734,0.7775
272.jpg,272,Stormy Sea under a Dark Sky,1990-2006,Seascape,50.5,76,3838,oil on canvas,NLW,944,637,0.6748
273.jpg,273,Stormy Sky and Distant Mountain,1960-1980,Landscape,50.4,61,3074.4,oil on canvas,NLW,944,809,0.857
274.jpg,274,"Summer, Snowdonia",1970-1990,Landscape,61,76,4636,oil on canvas,NLW,944,757,0.8019
275.jpg,275,Sun and Cloud on Lliwedd ,1973,Landscape,55.3,76.2,4213.86,oil on canvas,Aberystwyth School of Art Gallery and Museum,944,657,0.696
276.jpg,276,Sunflowers with Mountains Beyond,1940-1950,Landscape,40.8,29.8,1215.84,oil on canvas,NLW,705,944,1.339
277.jpg,277,Sunset,n.d.,Landscape,121.7,121.7,14810.89,oil on canvas,OYM,944,944,1
278.jpg,278,"Sunset, Anglesey",2004,Landscape,91,91,8281,oil on canvas,NLW,944,942,0.9979
279.jpg,279,Swtan,1947,Landscape,44.6,50.8,2265.68,oil on canvas,OYM,944,729,0.7722
280.jpg,280,Talsarn,1981,Landscape,58.3,58.6,3416.38,oil on canvas,Hereford Museum and Art Gallery,915,944,1.0317
281.jpg,281,Tan-y-Grisiau,n.d.,Landscape,90,70,6300,oil on canvas,OYM,645,944,1.4636
282.jpg,282,The Chelsea Pensioner,1980,Portrait,95,64,6080,oil on canvas,OYM,644,944,1.4658
283.jpg,283,"The Church and Cottages, Aberffraw",1960s,Landscape,49.5,75,3712.5,oil on canvas,Merthyr Tydfil Museum Service,944,618,0.6547
284.jpg,284,The Cleric,1940-1950,Portrait,91.3,61.2,5587.56,oil on canvas,NLW,635,944,1.4866
285.jpg,285,The Crucifixion,n.d.,Genre,125.5,57,7153.5,oil on canvas,BU,498,944,1.8956
286.jpg,286,The Dark Lake,1951,Landscape,44.5,54.5,2425.25,oil on canvas,Swindon Art Gallery,800,654,0.8175
287.jpg,287,The Gathering (Farmers on Glyder Fawr),1980s ,Landscape,122,183,22326,oil on canvas,NLW,944,622,0.6589
288.jpg,288,The Moelwyns from Aberglasyn,1952,Landscape,38.8,77,2987.6,oil on canvas,NLW,800,398,0.4975
289.jpg,289,The New Road to the Valley,1969,Landscape,91.5,91,8326.5,oil on canvas,NLW,922,944,1.0239
290.jpg,290,The Old Soldier,1951,Portrait,91.4,70.5,6443.7,oil on canvas,Arts Council Collection,539,685,1.2709
291.jpg,291,The Path from the Shore,1970-1990,Landscape,91.5,91.2,8344.8,oil on canvas,NLW,927,944,1.0183
292.jpg,292,The Way to the Cottages,1990-2006,Landscape,60.7,91.2,5535.84,oil on canvas,NLW,944,628,0.6653
293.jpg,293,Three Farmers on a mountain Path,1960-1970,Landscape,50.7,68.7,3483.09,oil on canvas,NLW,944,705,0.7468
294.jpg,294,Tom Owen,1951,Portrait,83,74,6142,oil on canvas,Carmarthenshire County Council,791,944,1.1934
295.jpg,295,Towards the Moutains,1960-1980,Landscape,51,61,3111,oil on canvas,NLW,944,807,0.8549
296.jpg,296,Traeth Coch,1970-1980,Landscape,76.1,127.2,9679.92,oil on canvas,NLW,944,571,0.6049
297.jpg,297,Tre'r Ceiri,n.d.,Landscape,35.5,45.5,1615.25,oil on canvas,Glynn Vivian Art Gallery,944,721,0.7638
298.jpg,298,Tryfan,1960-1980,Landscape,91.2,122.2,11144.64,oil on canvas,NLW,944,710,0.7521
299.jpg,299,Tryfan,1950-1960,Landscape,40.5,51,2065.5,oil on canvas,NLW,944,770,0.8157
300.jpg,300,Tryfan No.2,n.d.,Landscape,50,110,5500,oil on canvas,Atkinson Art Gallery,800,350,0.4375
301.jpg,301,View from Pwllfanogl,n.d.,Landscape,76,76,5776,oil on canvas,OYM,933,944,1.0118
302.jpg,302,View of Snowdon in Winter,n.d.,Landscape,27.1,76.5,2073.15,oil on canvas,Glynn Vivian Art Gallery,944,357,0.3782
303.jpg,303,"Waterfall, Ogwen",n.d.,Landscape,127,77,9779,oil on canvas,MOMA,561,944,1.6827
304.jpg,304,Wave Breaking on Rocks,1950-1970,Landscape,70.8,91.2,6456.96,oil on canvas,NLW,944,740,0.7839
305.jpg,305,Wave on Stormy Sea,1990-2006,Seascape,50.5,91.2,4605.6,oil on canvas,NLW,944,634,0.6716
306.jpg,306,Welsh Black Bull,1990-2006,Landscape,71.2,91.2,6493.44,oil on canvas,NLW,944,739,0.7828
307.jpg,307,Welsh Black on Rocky Outcrop above the Coast,1940-1950,Landscape,51,68.5,3493.5,oil on canvas,NLW,944,702,0.7436
308.jpg,308,Welsh Blacks Grazing on Snowdonia,1970-1990,Landscape,50.8,60.8,3088.64,oil on canvas,NLW,944,795,0.8422
309.jpg,309,"Welsh Blacks, Llanddona",1960-1970,Landscape,61,61,3721,oil on canvas,NLW,944,937,0.9926
310.jpg,310,Welsh Landscape,1970,Landscape,50.5,68.5,3459.25,oil on canvas,NLW,944,693,0.7341
311.jpg,311,Welsh Landscape,n.d.,Landscape,119.5,119.5,14280.25,oil on canvas,CU,799,800,1.0013
312.jpg,312,Welsh Landscape with Farmers,n.d.,Landscape,49.5,113.5,5618.25,oil on canvas,CU,800,343,0.4288
313.jpg,313,Welsh Pony Grazing at the Coast,1960-1970,Landscape,56,76.3,4272.8,oil on canvas,NW,944,696,0.7373
314.jpg,314,Welsh Sheepdog,1980-1990,Genre,51,76,3876,oil on canvas,NW,944,640,0.678
315.jpg,315,William Lee,1979,Portrait,91,91,8281,oil on canvas,NMGW,797,800,1.0038
316.jpg,316,William Moelwyn Merchant (1913-1997),1970,Portrait,90,90,8100,oil on canvas,NLW,940,944,1.0043
317.jpg,317,Winter at Fachwen,1967,Landscape,122,244,29768,oil on canvas,GAC,944,473,0.5011
318.jpg,318,Winter Coast ,1970-1990,Landscape,50.9,76.5,3893.85,oil on canvas,NLW,944,635,0.6727
319.jpg,319,Woman with a Duster,1990,Portrait,121.5,91,11056.5,oil on canvas,NLW,719,944,1.3129
320.jpg,320,Y Garn and Foel Goch,1950,Landscape,60.5,95.5,5777.75,oil on canvas,Scarborough Art Gallery,944,587,0.6218
321.jpg,321,Yellow Fields under a Grey Sky,1950-1960,Landscape,60.8,91.5,5563.2,oil on canvas,NLW,944,632,0.6695
322.jpg,322,Yolanta,1967,Portrait,60,91,5460,oil on canvas,OYM,944,521,0.5519
323.jpg,323,"Young Girl with a Black Dress, Standing",1950-1970,Portrait,76.5,50.5,3863.25,oil on canvas,NLW,651,944,1.4501
324.jpg,324,Young Woman Looking Forward,1950,Portrait,60.9,40.7,2478.63,oil on canvas,NLW,632,944,1.4937
325.jpg,325,Yr Wyddfa a Grib Goch,1950-1960,Landscape,60.7,76,4613.2,oil on canvas,NLW,944,758,0.803
